Uniprot accession	Primary gene name	Protein names	Gene names	PepCount	log2 fold change naive/primed	q-value	NAIVE_R1	NAIVE_R2	NAIVE_R3	PRIMED_A1	PRIMED_A2	PRIMED_E1	PRIMED_E2	Biological process	Molecular function	Cellular component
Q00535	CDK5	Cyclin-dependent-like kinase 5 (EC 2.7.11.1) (Cell division protein kinase 5) (Serine/threonine-protein kinase PSSALRE) (Tau protein kinase II catalytic subunit) (TPKII catalytic subunit)	CDK5 CDKN5	9	0.605	0.018923	72266203.5	79416498.7	60406432.7	58373964.6	46570402.7	32197250.1	52027563.5	"Schwann cell development [GO:0014044]; axon extension [GO:0048675]; axonogenesis [GO:0007409]; behavioral response to cocaine [GO:0048148]; calcium ion import [GO:0070509]; cell cycle [GO:0007049]; cell division [GO:0051301]; cell-matrix adhesion [GO:0007160]; cellular response to amyloid-beta [GO:1904646]; central nervous system neuron development [GO:0021954]; cerebellar cortex formation [GO:0021697]; chemical synaptic transmission [GO:0007268]; corpus callosum development [GO:0022038]; cortical actin cytoskeleton organization [GO:0030866]; dendrite morphogenesis [GO:0048813]; excitatory postsynaptic potential [GO:0060079]; hippocampus development [GO:0021766]; histone phosphorylation [GO:0016572]; intracellular protein transport [GO:0006886]; layer formation in cerebral cortex [GO:0021819]; microtubule cytoskeleton organization [GO:0000226]; mitochondrion organization [GO:0007005]; motor neuron axon guidance [GO:0008045]; negative regulation of axon extension [GO:0030517]; negative regulation of cell cycle [GO:0045786]; negative regulation of neuron death [GO:1901215]; negative regulation of protein export from nucleus [GO:0046826]; negative regulation of protein ubiquitination [GO:0031397]; negative regulation of proteolysis [GO:0045861]; negative regulation of synaptic plasticity [GO:0031914]; negative regulation of transcription, DNA-templated [GO:0045892]; neuron apoptotic process [GO:0051402]; neuron differentiation [GO:0030182]; neuron migration [GO:0001764]; neuron projection development [GO:0031175]; nucleocytoplasmic transport [GO:0006913]; oligodendrocyte differentiation [GO:0048709]; peptidyl-serine phosphorylation [GO:0018105]; peptidyl-threonine phosphorylation [GO:0018107]; phosphorylation [GO:0016310]; positive regulation of actin cytoskeleton reorganization [GO:2000251]; positive regulation of calcium ion-dependent exocytosis [GO:0045956]; positive regulation of glial cell apoptotic process [GO:0034352]; positive regulation of neuron apoptotic process [GO:0043525]; positive regulation of protein binding [GO:0032092]; positive regulation of protein kinase activity [GO:0045860]; positive regulation of protein targeting to membrane [GO:0090314]; protein autophosphorylation [GO:0046777]; protein localization to synapse [GO:0035418]; protein phosphorylation [GO:0006468]; receptor catabolic process [GO:0032801]; receptor clustering [GO:0043113]; regulation of apoptotic process [GO:0042981]; regulation of cell cycle arrest [GO:0071156]; regulation of cell migration [GO:0030334]; regulation of dendritic spine morphogenesis [GO:0061001]; regulation of macroautophagy [GO:0016241]; regulation of protein localization to plasma membrane [GO:1903076]; regulation of signal transduction by p53 class mediator [GO:1901796]; regulation of synaptic plasticity [GO:0048167]; regulation of synaptic transmission, glutamatergic [GO:0051966]; regulation of synaptic vesicle recycling [GO:1903421]; response to wounding [GO:0009611]; rhythmic process [GO:0048511]; sensory perception of pain [GO:0019233]; serine phosphorylation of STAT protein [GO:0042501]; skeletal muscle tissue development [GO:0007519]; synapse assembly [GO:0007416]; synapse pruning [GO:0098883]; synaptic transmission, dopaminergic [GO:0001963]; synaptic transmission, glutamatergic [GO:0035249]; synaptic vesicle endocytosis [GO:0048488]; synaptic vesicle exocytosis [GO:0016079]; synaptic vesicle transport [GO:0048489]; visual learning [GO:0008542]"	ATP binding [GO:0005524]; ErbB-2 class receptor binding [GO:0005176]; ErbB-3 class receptor binding [GO:0043125]; Hsp90 protein binding [GO:0051879]; acetylcholine receptor activator activity [GO:0030549]; cyclin-dependent protein serine/threonine kinase activity [GO:0004693]; ephrin receptor binding [GO:0046875]; kinase activity [GO:0016301]; p53 binding [GO:0002039]; protein kinase activity [GO:0004672]; protein kinase binding [GO:0019901]; protein serine/threonine kinase activity [GO:0004674]; tau protein binding [GO:0048156]; tau-protein kinase activity [GO:0050321]; voltage-gated calcium channel activity involved in positive regulation of presynaptic cytosolic calcium levels [GO:0099635]	Schaffer collateral - CA1 synapse [GO:0098685]; axon [GO:0030424]; cell junction [GO:0030054]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; dendrite [GO:0030425]; filopodium [GO:0030175]; glutamatergic synapse [GO:0098978]; growth cone [GO:0030426]; lamellipodium [GO:0030027]; membrane [GO:0016020]; microtubule [GO:0005874]; neuromuscular junction [GO:0031594]; neuron projection [GO:0043005]; neuronal cell body [GO:0043025]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; perikaryon [GO:0043204]; plasma membrane [GO:0005886]; postsynaptic density [GO:0014069]; postsynaptic membrane [GO:0045211]; presynapse [GO:0098793]; protein kinase 5 complex [GO:0016533]
Q9NY35	CLDND1	Claudin domain-containing protein 1 (Membrane protein GENX-3745)	CLDND1 C3orf4 HSPC174 PSEC0054 UNQ2511/PRO6000	9	0.603	0.005156	312304709.3	302062526.9	257292035.9	235094149.8	188256896.1	174372564.4	171231796.3	0	0	cell surface [GO:0009986]; integral component of membrane [GO:0016021]
O60449	LY75	Lymphocyte antigen 75 (Ly-75) (C-type lectin domain family 13 member B) (DEC-205) (gp200-MR6) (CD antigen CD205)	LY75 CD205 CLEC13B	20	0.602	0.085435	127508040.4	74733946.7	60035364.7	45576560.7	37553896.8	82912472.5	63137166.5	endocytosis [GO:0006897]; immune response [GO:0006955]; inflammatory response [GO:0006954]	carbohydrate binding [GO:0030246]; signaling receptor activity [GO:0038023]; transmembrane signaling receptor activity [GO:0004888]	extracellular exosome [GO:0070062]; integral component of plasma membrane [GO:0005887]
O15260	SURF4	Surfeit locus protein 4	SURF4 SURF-4	12	0.600	0.008976	279827654.4	315660501.6	251634778.9	245825009.7	171214087.0	163125069.0	172545078.3	"Golgi organization [GO:0007030]; neutrophil degranulation [GO:0043312]; positive regulation of organelle organization [GO:0010638]; retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum [GO:0006890]"	0	Golgi membrane [GO:0000139]; azurophil granule membrane [GO:0035577]; cytosol [GO:0005829]; endoplasmic reticulum membrane [GO:0005789]; endoplasmic reticulum-Golgi intermediate compartment [GO:0005793]; endoplasmic reticulum-Golgi intermediate compartment membrane [GO:0033116]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; transport vesicle [GO:0030133]
P16591	FER	Tyrosine-protein kinase Fer (EC 2.7.10.2) (Feline encephalitis virus-related kinase FER) (Fujinami poultry sarcoma/Feline sarcoma-related protein Fer) (Proto-oncogene c-Fer) (Tyrosine kinase 3) (p94-Fer)	FER TYK3	2	0.597	0.003948	3240226.1	3868153.3	3281273.9	2023440.6	2504031.0	2105853.3	2540436.2	Fc-epsilon receptor signaling pathway [GO:0038095]; Kit signaling pathway [GO:0038109]; actin cytoskeleton reorganization [GO:0031532]; cell adhesion [GO:0007155]; cell population proliferation [GO:0008283]; cell-cell adhesion mediated by cadherin [GO:0044331]; cellular response to insulin stimulus [GO:0032869]; cellular response to macrophage colony-stimulating factor stimulus [GO:0036006]; cellular response to reactive oxygen species [GO:0034614]; chemotaxis [GO:0006935]; cytokine-mediated signaling pathway [GO:0019221]; diapedesis [GO:0050904]; extracellular matrix-cell signaling [GO:0035426]; insulin receptor signaling pathway via phosphatidylinositol 3-kinase [GO:0038028]; interleukin-6-mediated signaling pathway [GO:0070102]; intracellular signal transduction [GO:0035556]; microtubule cytoskeleton organization [GO:0000226]; mitotic cell cycle [GO:0000278]; negative regulation of mast cell activation involved in immune response [GO:0033007]; peptidyl-tyrosine phosphorylation [GO:0018108]; platelet-derived growth factor receptor signaling pathway [GO:0048008]; positive regulation of NF-kappaB transcription factor activity [GO:0051092]; positive regulation of actin filament polymerization [GO:0030838]; positive regulation of cell migration [GO:0030335]; positive regulation of cell population proliferation [GO:0008284]; protein autophosphorylation [GO:0046777]; protein phosphorylation [GO:0006468]; regulation of cell population proliferation [GO:0042127]; regulation of epidermal growth factor receptor signaling pathway [GO:0042058]; regulation of fibroblast migration [GO:0010762]; regulation of lamellipodium assembly [GO:0010591]; regulation of mast cell degranulation [GO:0043304]; regulation of protein phosphorylation [GO:0001932]; response to lipopolysaccharide [GO:0032496]; response to platelet-derived growth factor [GO:0036119]; substrate adhesion-dependent cell spreading [GO:0034446]; tyrosine phosphorylation of STAT protein [GO:0007260]	ATP binding [GO:0005524]; epidermal growth factor receptor binding [GO:0005154]; lipid binding [GO:0008289]; non-membrane spanning protein tyrosine kinase activity [GO:0004715]; protein phosphatase 1 binding [GO:0008157]; protein tyrosine kinase activity [GO:0004713]	cell cortex [GO:0005938]; cell junction [GO:0030054]; cell projection [GO:0042995]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; cytosol [GO:0005829]; extrinsic component of cytoplasmic side of plasma membrane [GO:0031234]; nucleus [GO:0005634]
P51148	RAB5C	Ras-related protein Rab-5C (L1880) (RAB5L)	RAB5C RABL	11	0.594	0.005399	122538608.7	168671339.2	139447958.6	108339887.1	87014791.0	94895611.7	88361503.2	Rab protein signal transduction [GO:0032482]; intracellular protein transport [GO:0006886]; neutrophil degranulation [GO:0043312]; plasma membrane to endosome transport [GO:0048227]; regulation of endocytosis [GO:0030100]	GDP binding [GO:0019003]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]	azurophil granule membrane [GO:0035577]; early endosome [GO:0005769]; early endosome membrane [GO:0031901]; endocytic vesicle [GO:0030139]; endosome [GO:0005768]; extracellular exosome [GO:0070062]; lipid droplet [GO:0005811]; lysosomal membrane [GO:0005765]; melanosome [GO:0042470]; plasma membrane [GO:0005886]
P46934	NEDD4	E3 ubiquitin-protein ligase NEDD4 (EC 2.3.2.26) (Cell proliferation-inducing gene 53 protein) (HECT-type E3 ubiquitin transferase NEDD4) (Neural precursor cell expressed developmentally down-regulated protein 4) (NEDD-4)	NEDD4 KIAA0093 NEDD4-1 PIG53	12	0.589	0.003061	22945884.2	28221563.0	24269442.5	15075583.3	16936097.6	17817398.0	16907326.8	cellular response to UV [GO:0034644]; development involved in symbiotic interaction [GO:0044111]; glucocorticoid receptor signaling pathway [GO:0042921]; lysosomal transport [GO:0007041]; negative regulation of sodium ion transmembrane transporter activity [GO:2000650]; negative regulation of sodium ion transport [GO:0010766]; negative regulation of transcription from RNA polymerase II promoter in response to UV-induced DNA damage [GO:0010768]; negative regulation of vascular endothelial growth factor receptor signaling pathway [GO:0030948]; neuromuscular junction development [GO:0007528]; neuron projection development [GO:0031175]; positive regulation of nucleocytoplasmic transport [GO:0046824]; positive regulation of phosphatidylinositol 3-kinase signaling [GO:0014068]; positive regulation of protein catabolic process [GO:0045732]; progesterone receptor signaling pathway [GO:0050847]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein K63-linked ubiquitination [GO:0070534]; protein polyubiquitination [GO:0000209]; protein targeting to lysosome [GO:0006622]; protein ubiquitination [GO:0016567]; receptor catabolic process [GO:0032801]; receptor internalization [GO:0031623]; regulation of dendrite morphogenesis [GO:0048814]; regulation of ion transmembrane transport [GO:0034765]; regulation of macroautophagy [GO:0016241]; regulation of membrane potential [GO:0042391]; regulation of potassium ion transmembrane transporter activity [GO:1901016]; regulation of synapse organization [GO:0050807]; response to calcium ion [GO:0051592]; transmission of virus [GO:0019089]; ubiquitin-dependent protein catabolic process [GO:0006511]; ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway [GO:0043162]	RNA polymerase binding [GO:0070063]; beta-2 adrenergic receptor binding [GO:0031698]; phosphoserine residue binding [GO:0050815]; phosphothreonine residue binding [GO:0050816]; proline-rich region binding [GO:0070064]; protein domain specific binding [GO:0019904]; sodium channel inhibitor activity [GO:0019871]; ubiquitin binding [GO:0043130]; ubiquitin protein ligase activity [GO:0061630]	Golgi apparatus [GO:0005794]; apicolateral plasma membrane [GO:0016327]; cell cortex [GO:0005938]; chromatin [GO:0000785]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; dendritic spine [GO:0043197]; extracellular exosome [GO:0070062]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; ubiquitin ligase complex [GO:0000151]
Q8N370	SLC43A2	Large neutral amino acids transporter small subunit 4 (L-type amino acid transporter 4) (Solute carrier family 43 member 2)	SLC43A2 LAT4 PP7664	14	0.588	0.005593	669827230.1	840328908.3	690915885.2	576145321.3	465201145.8	423295215.4	489544135.7	amino acid transport [GO:0006865]; neutral amino acid transport [GO:0015804]	L-amino acid transmembrane transporter activity [GO:0015179]; amino acid transmembrane transporter activity [GO:0015171]; neutral amino acid transmembrane transporter activity [GO:0015175]	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
O75882	ATRN	Attractin (DPPT-L) (Mahogany homolog)	ATRN KIAA0548 MGCA	19	0.583	0.003557	275869076.9	275778000.1	258377465.1	208776674.0	170141074.3	159703917.5	185525298.1	animal organ morphogenesis [GO:0009887]; cerebellum development [GO:0021549]; inflammatory response [GO:0006954]; myelination [GO:0042552]; pigmentation [GO:0043473]; regulation of multicellular organism growth [GO:0040014]; response to oxidative stress [GO:0006979]; tissue development [GO:0009888]	carbohydrate binding [GO:0030246]; signaling receptor activity [GO:0038023]	cytoplasm [GO:0005737]; extracellular exosome [GO:0070062]; extracellular space [GO:0005615]; integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]
P35221	CTNNA1	Catenin alpha-1 (Alpha E-catenin) (Cadherin-associated protein) (Renal carcinoma antigen NY-REN-13)	CTNNA1	63	0.582	0.007148	1083060123.9	1128075541.6	864496855.0	711214137.9	643143943.6	586168101.5	800050352.9	adherens junction organization [GO:0034332]; aging [GO:0007568]; apical junction assembly [GO:0043297]; axon regeneration [GO:0031103]; cell adhesion [GO:0007155]; cellular protein localization [GO:0034613]; cellular response to indole-3-methanol [GO:0071681]; epithelial cell-cell adhesion [GO:0090136]; establishment or maintenance of cell polarity [GO:0007163]; gap junction assembly [GO:0016264]; male gonad development [GO:0008584]; negative regulation of cell motility [GO:2000146]; negative regulation of extrinsic apoptotic signaling pathway in absence of ligand [GO:2001240]; negative regulation of integrin-mediated signaling pathway [GO:2001045]; negative regulation of neuroblast proliferation [GO:0007406]; odontogenesis of dentin-containing tooth [GO:0042475]; ovarian follicle development [GO:0001541]; positive regulation of extrinsic apoptotic signaling pathway in absence of ligand [GO:2001241]; positive regulation of muscle cell differentiation [GO:0051149]; positive regulation of smoothened signaling pathway [GO:0045880]; protein heterooligomerization [GO:0051291]; response to estrogen [GO:0043627]	RNA binding [GO:0003723]; actin filament binding [GO:0051015]; beta-catenin binding [GO:0008013]; cadherin binding [GO:0045296]; gamma-catenin binding [GO:0045295]; identical protein binding [GO:0042802]; protein heterodimerization activity [GO:0046982]; structural molecule activity [GO:0005198]; vinculin binding [GO:0017166]	Golgi apparatus [GO:0005794]; acrosomal vesicle [GO:0001669]; actin cytoskeleton [GO:0015629]; catenin complex [GO:0016342]; cell junction [GO:0030054]; cell-cell junction [GO:0005911]; cytosol [GO:0005829]; flotillin complex [GO:0016600]; focal adhesion [GO:0005925]; intercalated disc [GO:0014704]; intracellular membrane-bounded organelle [GO:0043231]; lamellipodium [GO:0030027]; plasma membrane [GO:0005886]; zonula adherens [GO:0005915]
